Category,Order Date,Sales Target,Segment
Office Supplies,10/2/2011,43.05,Corporate
Technology,10/2/2011,567.05,Corporate
Furniture,10/3/2011,292.96,Consumer
Furniture,10/3/2011,241.86,Corporate
Office Supplies,10/3/2011,97.56,Consumer
Office Supplies,10/3/2011,69.79,Home Office
Technology,10/3/2011,146.76,Consumer
Furniture,10/4/2011,636.56,Consumer
Office Supplies,10/4/2011,130.98,Consumer
Office Supplies,10/5/2011,95.6,Consumer
Technology,10/5/2011,99.98,Consumer
Office Supplies,10/6/2011,88.96,Consumer
Office Supplies,10/6/2011,389.65,Corporate
Technology,10/6/2011,10,Consumer
Furniture,10/7/2011,124.72,Home Office
Office Supplies,10/7/2011,102.07,Corporate
Office Supplies,10/8/2011,120.2,Consumer
Technology,10/8/2011,25.35,Consumer
Office Supplies,10/9/2011,125.8,Consumer
Office Supplies,10/9/2011,85.22,Corporate
Technology,10/9/2011,15.35,Consumer
Furniture,10/10/2011,157.38,Home Office
Office Supplies,10/10/2011,15.52,Consumer
Office Supplies,10/10/2011,233.79,Corporate
Office Supplies,10/10/2011,15.59,Home Office
Technology,10/10/2011,90.77,Consumer
Technology,10/10/2011,"1,564.45",Corporate
Furniture,10/11/2011,437.9,Consumer
Furniture,10/11/2011,9.72,Corporate
Furniture,10/11/2011,68.55,Home Office
Office Supplies,10/11/2011,460.15,Consumer
Office Supplies,10/11/2011,7.24,Corporate
Technology,10/11/2011,327.75,Home Office
Office Supplies,10/12/2011,39.56,Consumer
Office Supplies,10/12/2011,20.91,Corporate
Furniture,10/13/2011,"1,415.42",Consumer
Furniture,10/13/2011,268.12,Corporate
Office Supplies,10/13/2011,214.17,Consumer
Office Supplies,10/13/2011,22.96,Corporate
Office Supplies,10/13/2011,359.44,Home Office
Technology,10/13/2011,23.46,Consumer
Technology,10/13/2011,19.75,Home Office
Furniture,10/14/2011,"1,677.68",Consumer
Office Supplies,10/14/2011,439.69,Consumer
Office Supplies,10/14/2011,251.83,Corporate
Technology,10/14/2011,"2,089.88",Consumer
Furniture,10/15/2011,192.79,Consumer
Office Supplies,10/15/2011,6.85,Consumer
Office Supplies,10/16/2011,13.35,Consumer
Technology,10/16/2011,154.77,Consumer
Furniture,10/17/2011,4.62,Consumer
Office Supplies,10/17/2011,11.43,Consumer
Technology,10/17/2011,111.58,Consumer
Furniture,10/18/2011,"1,047.61",Corporate
Office Supplies,10/18/2011,58.24,Consumer
Office Supplies,10/18/2011,457.13,Corporate
Technology,10/18/2011,"1,520.50",Corporate
Office Supplies,10/19/2011,12.5,Consumer
Office Supplies,10/19/2011,162.14,Corporate
Technology,10/19/2011,128.16,Corporate
Technology,10/19/2011,344.06,Home Office
Furniture,10/20/2011,338.45,Corporate
Office Supplies,10/20/2011,211.96,Consumer
Office Supplies,10/20/2011,84.58,Corporate
Office Supplies,10/20/2011,509.7,Home Office
Technology,10/20/2011,278.37,Home Office
Furniture,10/21/2011,380.92,Consumer
Furniture,10/21/2011,650.45,Corporate
Office Supplies,10/21/2011,132.75,Consumer
Office Supplies,10/21/2011,254.95,Corporate
Furniture,10/22/2011,124.72,Corporate
Furniture,10/22/2011,84.5,Home Office
Office Supplies,10/24/2011,43.82,Consumer
Office Supplies,10/24/2011,10.06,Home Office
Office Supplies,10/25/2011,12.88,Consumer
Office Supplies,10/25/2011,42.49,Corporate
Technology,10/25/2011,36.29,Consumer
Furniture,10/26/2011,57.53,Consumer
Technology,10/26/2011,372.44,Consumer
Office Supplies,10/27/2011,20.98,Home Office
Furniture,10/28/2011,579.98,Corporate
Office Supplies,10/28/2011,654.67,Corporate
Technology,10/28/2011,224.44,Corporate
Office Supplies,10/29/2011,72.84,Corporate
Technology,10/29/2011,"2,954.83",Consumer
Technology,10/29/2011,1.72,Corporate
Furniture,10/31/2011,"1,962.33",Consumer
Furniture,10/31/2011,"1,458.25",Corporate
Office Supplies,10/31/2011,90.69,Consumer
Office Supplies,10/31/2011,579.19,Corporate
Technology,10/31/2011,697.8,Consumer
Technology,10/31/2011,241.83,Corporate
Technology,10/31/2011,80.94,Home Office
Furniture,11/1/2011,32,Consumer
Furniture,11/1/2011,58.4,Corporate
Office Supplies,11/1/2011,"1,105.75",Consumer
Office Supplies,11/1/2011,247.81,Corporate
Office Supplies,11/1/2011,71.06,Home Office
Technology,11/1/2011,"1,840.35",Consumer
Technology,11/1/2011,920.11,Corporate
Furniture,11/2/2011,98.27,Consumer
Office Supplies,11/2/2011,412.85,Consumer
Technology,11/2/2011,638.31,Consumer
Technology,11/2/2011,100.42,Corporate
Technology,11/2/2011,839.92,Home Office
Furniture,11/3/2011,"1,219.85",Consumer
Office Supplies,11/3/2011,574.91,Consumer
Office Supplies,11/3/2011,5.76,Corporate
Office Supplies,11/3/2011,6.32,Home Office
Technology,11/3/2011,729.08,Consumer
Technology,11/3/2011,83.67,Corporate
Furniture,11/4/2011,615.16,Consumer
Furniture,11/4/2011,116.86,Home Office
Office Supplies,11/4/2011,36.41,Consumer
Office Supplies,11/4/2011,73.03,Corporate
Office Supplies,11/4/2011,95.63,Home Office
Technology,11/4/2011,"1,181.17",Consumer
Technology,11/4/2011,"4,118.85",Home Office
Furniture,11/5/2011,427.7,Consumer
Furniture,11/5/2011,18.24,Home Office
Office Supplies,11/5/2011,"1,126.09",Consumer
Technology,11/5/2011,100.08,Consumer
Technology,11/5/2011,44.92,Home Office
Office Supplies,11/6/2011,40.19,Consumer
Furniture,11/7/2011,744.63,Consumer
Office Supplies,11/7/2011,553.96,Consumer
Office Supplies,11/7/2011,137.86,Corporate
Technology,11/8/2011,363.6,Consumer
Furniture,11/9/2011,238.25,Consumer
Furniture,11/9/2011,52,Home Office
Office Supplies,11/9/2011,508.21,Consumer
Technology,11/9/2011,668.77,Consumer
Furniture,11/10/2011,683.3,Consumer
Office Supplies,11/10/2011,740.34,Consumer
Technology,11/10/2011,569.65,Consumer
Furniture,11/11/2011,"1,342.44",Consumer
Furniture,11/11/2011,524.09,Corporate
Office Supplies,11/11/2011,"1,813.12",Consumer
Office Supplies,11/11/2011,"2,179.96",Corporate
Office Supplies,11/11/2011,409.27,Home Office
Technology,11/11/2011,987.63,Consumer
Technology,11/11/2011,87.83,Corporate
Technology,11/11/2011,501.06,Home Office
Furniture,11/12/2011,556.06,Consumer
Furniture,11/12/2011,67.99,Corporate
Office Supplies,11/12/2011,61.59,Consumer
Office Supplies,11/12/2011,69.84,Corporate
Technology,11/12/2011,115.19,Consumer
Technology,11/12/2011,67.59,Corporate
Furniture,11/14/2011,64.42,Home Office
Office Supplies,11/14/2011,102.45,Consumer
Office Supplies,11/14/2011,21.36,Corporate
Office Supplies,11/14/2011,11.93,Home Office
Technology,11/14/2011,866.25,Consumer
Furniture,11/15/2011,9.6,Consumer
Office Supplies,11/15/2011,898.44,Consumer
Office Supplies,11/15/2011,11.28,Corporate
Technology,11/15/2011,803.37,Consumer
Furniture,11/16/2011,38.41,Consumer
Furniture,11/16/2011,275.38,Corporate
Office Supplies,11/16/2011,367.64,Corporate
Office Supplies,11/16/2011,274.65,Home Office
Technology,11/16/2011,79.17,Corporate
Technology,11/16/2011,279.44,Home Office
Furniture,11/17/2011,"4,152.54",Consumer
Furniture,11/17/2011,121.92,Corporate
Furniture,11/17/2011,508.69,Home Office
Office Supplies,11/17/2011,"2,259.20",Consumer
Office Supplies,11/17/2011,"4,086.49",Corporate
Office Supplies,11/17/2011,36.85,Home Office
Technology,11/17/2011,108.98,Corporate
Furniture,11/18/2011,893.81,Consumer
Furniture,11/18/2011,"1,285.89",Corporate
Office Supplies,11/18/2011,511.38,Consumer
Office Supplies,11/18/2011,112.93,Corporate
Technology,11/18/2011,527.57,Consumer
Furniture,11/19/2011,892.52,Corporate
Office Supplies,11/19/2011,210.1,Consumer
Office Supplies,11/19/2011,260.27,Corporate
Office Supplies,11/19/2011,179.21,Home Office
Technology,11/19/2011,"4,439.23",Consumer
Technology,11/19/2011,600.96,Home Office
Office Supplies,11/20/2011,79.51,Corporate
Technology,11/20/2011,833.94,Corporate
Office Supplies,11/21/2011,910.55,Corporate
Office Supplies,11/21/2011,6.32,Home Office
Technology,11/21/2011,295.8,Corporate
Technology,11/21/2011,91.19,Home Office
Office Supplies,11/22/2011,62.57,Consumer
Office Supplies,11/22/2011,"1,084.20",Corporate
Office Supplies,11/22/2011,10.28,Home Office
Furniture,11/23/2011,965.65,Consumer
Furniture,11/23/2011,171.44,Corporate
Office Supplies,11/23/2011,55.78,Consumer
Office Supplies,11/23/2011,100.86,Corporate
Office Supplies,11/23/2011,24.86,Home Office
Technology,11/23/2011,30.29,Consumer
Technology,11/23/2011,5.93,Corporate
Furniture,11/24/2011,313.75,Consumer
Furniture,11/24/2011,537.73,Corporate
Furniture,11/24/2011,97.81,Home Office
Office Supplies,11/24/2011,629.36,Consumer
Office Supplies,11/24/2011,"1,279.30",Corporate
Office Supplies,11/24/2011,5.91,Home Office
Technology,11/24/2011,"1,372.04",Consumer
Technology,11/24/2011,"1,049.97",Corporate
Furniture,11/25/2011,801.65,Consumer
Furniture,11/25/2011,"1,336.12",Corporate
Furniture,11/25/2011,284.23,Home Office
Office Supplies,11/25/2011,54.95,Consumer
Office Supplies,11/25/2011,390.35,Corporate
Office Supplies,11/25/2011,"1,185.00",Home Office
Technology,11/25/2011,485.93,Consumer
Technology,11/25/2011,26.65,Corporate
Furniture,11/26/2011,19.11,Consumer
Office Supplies,11/26/2011,704.6,Consumer
Office Supplies,11/26/2011,57.05,Corporate
Office Supplies,11/26/2011,81.98,Home Office
Technology,11/26/2011,782.94,Consumer
Furniture,11/27/2011,217.89,Corporate
Office Supplies,11/27/2011,3.84,Consumer
Furniture,11/28/2011,381.7,Corporate
Furniture,11/28/2011,411.33,Home Office
Office Supplies,11/28/2011,65.77,Consumer
Office Supplies,11/28/2011,227.55,Corporate
Office Supplies,11/28/2011,53.64,Home Office
Technology,11/28/2011,"1,059.07",Consumer
Office Supplies,11/29/2011,53.24,Consumer
Office Supplies,11/29/2011,12.5,Corporate
Technology,11/29/2011,570.16,Consumer
Office Supplies,11/30/2011,113.58,Consumer
Office Supplies,11/30/2011,7.17,Corporate
Technology,11/30/2011,102.24,Consumer
Furniture,12/1/2011,"3,609.18",Consumer
Furniture,12/1/2011,734.72,Corporate
Office Supplies,12/1/2011,88.73,Consumer
Technology,12/1/2011,894.23,Consumer
Furniture,12/2/2011,928.12,Consumer
Furniture,12/2/2011,422.81,Corporate
Office Supplies,12/2/2011,42.24,Consumer
Office Supplies,12/2/2011,168.94,Corporate
Technology,12/2/2011,119.96,Consumer
Technology,12/2/2011,129.52,Corporate
Office Supplies,12/3/2011,28.25,Corporate
Technology,12/3/2011,523.16,Consumer
Technology,12/4/2011,119.58,Corporate
Office Supplies,12/5/2011,398.29,Consumer
Office Supplies,12/5/2011,"1,714.61",Corporate
Technology,12/5/2011,785.46,Corporate
Furniture,12/6/2011,498.93,Consumer
Office Supplies,12/6/2011,132.98,Consumer
Office Supplies,12/6/2011,"1,084.74",Corporate
Technology,12/6/2011,36.09,Consumer
Office Supplies,12/7/2011,123.29,Consumer
Office Supplies,12/7/2011,390.82,Home Office
Furniture,12/8/2011,585.8,Consumer
Furniture,12/8/2011,121.71,Corporate
Office Supplies,12/8/2011,148.67,Consumer
Office Supplies,12/8/2011,65.25,Corporate
Technology,12/8/2011,145.64,Consumer
Office Supplies,12/9/2011,32.21,Consumer
Office Supplies,12/9/2011,416.12,Corporate
Technology,12/9/2011,982.78,Consumer
Furniture,12/10/2011,348.5,Corporate
Office Supplies,12/10/2011,100.05,Consumer
Office Supplies,12/10/2011,124.32,Corporate
Furniture,12/12/2011,"4,554.73",Consumer
Office Supplies,12/12/2011,34.03,Consumer
Office Supplies,12/12/2011,189.35,Corporate
Furniture,12/13/2011,193.33,Corporate
Office Supplies,12/13/2011,87.57,Consumer
Office Supplies,12/13/2011,19.19,Corporate
Furniture,12/14/2011,277.64,Consumer
Office Supplies,12/14/2011,11.37,Consumer
Office Supplies,12/14/2011,8.89,Corporate
Technology,12/14/2011,"6,423.06",Consumer
Furniture,12/15/2011,792.52,Consumer
Furniture,12/15/2011,467.98,Corporate
Technology,12/15/2011,44.34,Consumer
Furniture,12/16/2011,91.81,Consumer
Furniture,12/16/2011,"2,345.22",Corporate
Furniture,12/16/2011,248.84,Home Office
Office Supplies,12/16/2011,31.57,Consumer
Office Supplies,12/16/2011,117.35,Corporate
Technology,12/16/2011,461.94,Consumer
Technology,12/16/2011,"1,001.72",Home Office
Office Supplies,12/17/2011,49.63,Consumer
Furniture,12/19/2011,"1,601.48",Consumer
Office Supplies,12/19/2011,210.86,Consumer
Office Supplies,12/19/2011,37.17,Corporate
Technology,12/19/2011,491.73,Consumer
Technology,12/19/2011,691.62,Corporate
Furniture,12/20/2011,975.84,Consumer
Furniture,12/20/2011,188.34,Corporate
Furniture,12/20/2011,"2,537.61",Home Office
Office Supplies,12/20/2011,"2,152.48",Consumer
Office Supplies,12/20/2011,186.64,Home Office
Technology,12/20/2011,556.09,Consumer
Furniture,12/21/2011,"1,651.19",Consumer
Office Supplies,12/21/2011,17.45,Consumer
Office Supplies,12/21/2011,18.97,Home Office
Office Supplies,12/22/2011,265.85,Consumer
Office Supplies,12/22/2011,559.29,Home Office
Furniture,12/23/2011,55.71,Consumer
Furniture,12/23/2011,46.92,Corporate
Office Supplies,12/23/2011,670.83,Consumer
Office Supplies,12/23/2011,62.94,Corporate
Furniture,12/24/2011,28.23,Consumer
Furniture,12/24/2011,257.2,Corporate
Furniture,12/24/2011,25.91,Home Office
Office Supplies,12/24/2011,20.71,Consumer
Office Supplies,12/24/2011,155.72,Corporate
Office Supplies,12/24/2011,347.89,Home Office
Technology,12/24/2011,"1,139.27",Home Office
Furniture,12/26/2011,3.13,Consumer
Furniture,12/26/2011,711.66,Corporate
Furniture,12/26/2011,582.54,Home Office
Office Supplies,12/26/2011,568.35,Consumer
Office Supplies,12/26/2011,117.59,Corporate
Furniture,12/27/2011,467.86,Consumer
Furniture,12/27/2011,782.56,Home Office
Office Supplies,12/27/2011,"1,112.76",Consumer
Office Supplies,12/27/2011,20.57,Corporate
Office Supplies,12/27/2011,110.58,Home Office
Technology,12/27/2011,547.8,Corporate
Office Supplies,12/28/2011,"1,154.97",Consumer
Office Supplies,12/28/2011,"2,870.09",Corporate
Furniture,12/29/2011,39.76,Consumer
Furniture,12/29/2011,102.14,Corporate
Furniture,12/29/2011,8.91,Home Office
Office Supplies,12/29/2011,175.51,Consumer
Office Supplies,12/29/2011,291.63,Corporate
Technology,12/29/2011,477.66,Consumer
Technology,12/29/2011,902.33,Corporate
Furniture,12/30/2011,481.86,Corporate
Office Supplies,12/30/2011,217.27,Consumer
Office Supplies,12/30/2011,571.32,Corporate
Technology,12/30/2011,30.49,Consumer
Technology,12/30/2011,778.6,Corporate
Furniture,12/31/2011,"1,337.46",Corporate
Furniture,12/31/2011,"1,041.37",Home Office
Office Supplies,12/31/2011,90.3,Corporate
Office Supplies,12/31/2011,231.64,Home Office
Technology,12/31/2011,70.78,Corporate
Technology,12/31/2011,"2,391.60",Home Office
Furniture,1/2/2012,434.35,Corporate
Office Supplies,1/2/2012,143.25,Corporate
Technology,1/2/2012,"1,166.29",Corporate
Furniture,1/3/2012,"1,176.59",Consumer
Office Supplies,1/3/2012,7.2,Consumer
Office Supplies,1/3/2012,9.02,Corporate
Technology,1/3/2012,362.54,Consumer
Furniture,1/4/2012,209.52,Corporate
Office Supplies,1/4/2012,66.46,Corporate
Furniture,1/5/2012,60.97,Home Office
Office Supplies,1/5/2012,94.68,Corporate
Office Supplies,1/5/2012,132.04,Home Office
Office Supplies,1/6/2012,31.22,Corporate
Office Supplies,1/9/2012,356.79,Consumer
Furniture,1/10/2012,967.2,Consumer
Office Supplies,1/12/2012,404.22,Corporate
Technology,1/12/2012,360.11,Corporate
Furniture,1/13/2012,471.93,Consumer
Office Supplies,1/13/2012,71.41,Consumer
Office Supplies,1/13/2012,9.72,Corporate
Furniture,1/17/2012,259.84,Home Office
Office Supplies,1/17/2012,95.19,Consumer
Office Supplies,1/17/2012,6.88,Corporate
Furniture,1/19/2012,265.53,Consumer
Office Supplies,1/23/2012,40.17,Home Office
Office Supplies,1/24/2012,11.55,Home Office
Office Supplies,1/26/2012,158.97,Corporate
Furniture,1/27/2012,"2,806.75",Consumer
Technology,1/27/2012,552.11,Consumer
Furniture,1/28/2012,"4,082.76",Consumer
Furniture,1/30/2012,213.72,Consumer
Office Supplies,1/30/2012,12.87,Consumer
Technology,1/30/2012,"1,631.98",Consumer
Furniture,1/31/2012,45.87,Consumer
Office Supplies,1/31/2012,41.33,Consumer
Furniture,2/3/2012,31.24,Consumer
Furniture,2/3/2012,250.58,Corporate
Office Supplies,2/3/2012,77.5,Consumer
Office Supplies,2/3/2012,12.02,Corporate
Technology,2/3/2012,127.47,Consumer
Furniture,2/6/2012,"1,459.58",Consumer
Office Supplies,2/6/2012,699.75,Consumer
Office Supplies,2/6/2012,174.63,Corporate
Technology,2/6/2012,17.97,Consumer
Office Supplies,2/7/2012,298.18,Corporate
Office Supplies,2/8/2012,21.53,Consumer
Technology,2/8/2012,97.18,Consumer
Furniture,2/9/2012,216.16,Consumer
Furniture,2/9/2012,34.67,Corporate
Office Supplies,2/9/2012,38.49,Corporate
Technology,2/9/2012,527.95,Consumer
Technology,2/9/2012,20.38,Corporate
Office Supplies,2/10/2012,74.15,Corporate
Office Supplies,2/14/2012,61.49,Consumer
Technology,2/14/2012,878.88,Consumer
Office Supplies,2/15/2012,539.63,Consumer
Technology,2/15/2012,945.65,Corporate
Office Supplies,2/16/2012,134.51,Consumer
Office Supplies,2/16/2012,34.09,Corporate
Furniture,2/18/2012,33.41,Consumer
Office Supplies,2/18/2012,56.79,Consumer
Office Supplies,2/18/2012,9.52,Corporate
Office Supplies,2/20/2012,309.73,Consumer
Technology,2/20/2012,30.59,Consumer
Office Supplies,2/21/2012,"2,306.08",Consumer
Office Supplies,2/22/2012,85.71,Home Office
Office Supplies,2/23/2012,32.49,Home Office
Office Supplies,2/25/2012,22.51,Consumer
Furniture,2/27/2012,503.8,Corporate
Office Supplies,2/27/2012,18,Corporate
Technology,2/27/2012,571.26,Consumer
Technology,2/27/2012,90.08,Corporate
Furniture,2/28/2012,474.09,Consumer
Furniture,2/29/2012,173.67,Corporate
Office Supplies,2/29/2012,64,Consumer
Technology,2/29/2012,16.14,Corporate
Furniture,3/1/2012,"1,191.16",Corporate
Office Supplies,3/1/2012,3.2,Consumer
Office Supplies,3/1/2012,48.14,Corporate
Technology,3/1/2012,91.05,Corporate
Furniture,3/2/2012,685.15,Consumer
Office Supplies,3/2/2012,100.84,Home Office
Furniture,3/5/2012,423.27,Consumer
Furniture,3/5/2012,144.9,Corporate
Office Supplies,3/5/2012,922.27,Consumer
Office Supplies,3/5/2012,2.5,Corporate
Technology,3/5/2012,49.14,Consumer
Technology,3/5/2012,433.59,Corporate
Furniture,3/6/2012,387.38,Consumer
Technology,3/6/2012,985.59,Consumer
Office Supplies,3/7/2012,104.71,Home Office
Technology,3/7/2012,721.98,Home Office
Furniture,3/8/2012,"1,851.77",Consumer
Office Supplies,3/8/2012,20.02,Consumer
Office Supplies,3/8/2012,21.71,Corporate
Technology,3/8/2012,808.45,Consumer
Office Supplies,3/9/2012,4.06,Consumer
Technology,3/9/2012,407.12,Corporate
Office Supplies,3/10/2012,1.03,Consumer
Office Supplies,3/10/2012,89.82,Corporate
Furniture,3/12/2012,38.78,Corporate
Office Supplies,3/12/2012,4.79,Consumer
Office Supplies,3/12/2012,9.38,Corporate
Furniture,3/13/2012,143.38,Consumer
Furniture,3/13/2012,"1,255.32",Home Office
Office Supplies,3/14/2012,672.51,Consumer
Technology,3/15/2012,14.43,Corporate
Furniture,3/16/2012,173.68,Consumer
Furniture,3/16/2012,37.95,Corporate
Office Supplies,3/16/2012,"7,464.64",Consumer
Office Supplies,3/16/2012,18.4,Home Office
Technology,3/16/2012,93.63,Corporate
Office Supplies,3/17/2012,34.5,Corporate
Technology,3/17/2012,13.37,Corporate
Furniture,3/19/2012,356.62,Home Office
Office Supplies,3/19/2012,144.19,Consumer
Office Supplies,3/19/2012,"1,381.14",Corporate
Office Supplies,3/19/2012,66.9,Home Office
Technology,3/19/2012,"3,181.43",Corporate
Technology,3/19/2012,408.22,Home Office
Office Supplies,3/20/2012,48.15,Consumer
Office Supplies,3/20/2012,"1,141.83",Corporate
